Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1994-08-02,8.3186,8.3186,8.3186,8.3186,345454
1994-08-03,9.1367,9.1367,9.1367,9.1367,323645
1994-08-04,10.043,10.043,10.043,10.043,353804
1994-08-08,9.1367,9.1367,9.1367,9.1367,262362
1994-08-09,10.783,10.783,10.783,10.783,134795
1994-08-10,10.172,10.172,10.172,10.172,155518
1994-08-11,9.965,9.965,9.965,9.965,127236
1994-08-16,10.586,10.586,10.586,10.586,81051
1994-08-17,11.118,11.118,11.118,11.118,82066
1994-08-18,10.004,10.004,10.004,10.004,54287
1994-08-22,10.379,10.379,10.379,10.379,104519
1994-08-23,9.551,9.551,9.551,9.551,68110
1994-08-24,9.3436,9.3436,9.3436,9.3436,75628
1994-08-25,8.3975,8.3975,8.3975,8.3975,63757
1994-08-29,9.0972,9.0972,9.0972,9.0972,88328
1994-08-30,9.0578,9.0578,9.0578,9.0578,57309
1994-08-31,8.5256,8.5256,8.5256,8.5256,46534
1994-09-01,8.3186,8.3186,8.3186,8.3186,67821
1994-09-05,7.9046,7.9046,7.9046,7.9046,42903
1994-09-06,7.1063,7.1063,7.1063,7.1063,37559
1994-09-07,6.4065,6.4065,6.4065,6.4065,156055
1994-09-08,7.0176,7.0176,7.0176,7.0176,86375
1994-09-12,7.6977,7.6977,7.6977,7.6977,108167
1994-09-13,6.9387,6.9387,6.9387,6.9387,162793
1994-09-14,7.057,7.057,7.057,7.057,67505
1994-09-15,6.919,6.919,6.919,6.919,39146
1994-09-19,6.8993,6.8993,6.8993,6.8993,54652
1994-09-20,6.2192,6.2192,6.2192,6.2192,62956
1994-09-21,5.6574,5.6574,5.6574,5.6574,89233
1994-09-22,5.8841,5.8841,5.8841,5.8841,78965
1994-09-26,5.7264,5.7264,5.7264,5.7264,49653
1994-09-27,5.3125,5.3125,5.3125,5.3125,56250
1994-09-28,5.3125,5.3125,5.3125,5.3125,101352
1994-09-29,5.618,5.618,5.618,5.618,50843
1994-10-03,6.1798,6.1798,6.1798,6.1798,104050
1994-10-04,6.239,6.239,6.239,6.239,123209
1994-10-05,6.8599,6.8599,6.8599,6.8599,79752
1994-10-06,6.7515,6.7515,6.7515,6.7515,99385
1994-10-07,6.8796,6.8796,6.8796,6.8796,81622
1994-10-10,6.7515,6.7515,6.7515,6.7515,51917
1994-10-11,6.4459,6.4459,6.4459,6.4459,54154
1994-10-12,6.4459,6.4459,6.4459,6.4459,47958
1994-10-13,5.8053,5.8053,5.8053,5.8053,87402
1994-10-14,6.3572,6.3572,6.3572,6.3572,125931
1994-10-17,6.6529,6.6529,6.6529,6.6529,90568
1994-10-18,6.8599,6.8599,6.8599,6.8599,89329
1994-10-19,6.7515,6.7515,6.7515,6.7515,43955
1994-10-20,6.6332,6.6332,6.6332,6.6332,117144
1994-10-21,6.2981,6.2981,6.2981,6.2981,59563
1994-10-24,5.825,5.825,5.825,5.825,58856
1994-10-25,5.9038,5.9038,5.9038,5.9038,45473
1994-10-26,5.9334,5.9334,5.9334,5.9334,113044
1994-10-27,5.618,5.618,5.618,5.618,31772
1994-10-28,5.4997,5.4997,5.4997,5.4997,27841
1994-11-02,6.0517,6.0517,6.0517,6.0517,41157
1994-11-03,5.9925,5.9925,5.9925,5.9925,16975
1994-11-04,5.9728,5.9728,5.9728,5.9728,44506
1994-11-07,5.9334,5.9334,5.9334,5.9334,34871
1994-11-08,5.9334,5.9334,5.9334,5.9334,20103
1994-11-09,5.9531,5.9531,5.9531,5.9531,52106
1994-11-10,5.9531,5.9531,5.9531,5.9531,44645
1994-11-14,5.9334,5.9334,5.9334,5.9334,36996
1994-11-15,5.4997,5.4997,5.4997,5.4997,41835
1994-11-16,5.4997,5.4997,5.4997,5.4997,70502
1994-11-17,5.3913,5.3913,5.3913,5.3913,22593
1994-11-18,5.7067,5.7067,5.7067,5.7067,44754
1994-11-21,5.1252,5.1252,5.1252,5.1252,17791
1994-11-22,4.6324,4.6324,4.6324,4.6324,56923
1994-11-23,4.6915,4.6915,4.6915,4.6915,32053
1994-11-24,4.6718,4.6718,4.6718,4.6718,22018
1994-11-25,4.6915,4.6915,4.6915,4.6915,13698
1994-11-28,5.1252,5.1252,5.1252,5.1252,34757
1994-11-29,5.6377,5.6377,5.6377,5.6377,81058
1994-11-30,6.1108,6.1108,6.1108,6.1108,73096
1994-12-01,6.0714,6.0714,6.0714,6.0714,78168
1994-12-02,5.4505,5.4505,5.4505,5.4505,48606
1994-12-05,5.7264,5.7264,5.7264,5.7264,34810
1994-12-06,5.5983,5.5983,5.5983,5.5983,34353
1994-12-07,5.7264,5.7264,5.7264,5.7264,87519
1994-12-08,5.1449,5.1449,5.1449,5.1449
1994-12-09,4.6915,4.6915,4.6915,4.6915,37273
1994-12-12,5.0858,5.0858,5.0858,5.0858,62460
1994-12-13,4.8985,4.8985,4.8985,4.8985,32840
1994-12-14,4.8,4.8,4.8,4.8,53685
1994-12-15,4.8985,4.8985,4.8985,4.8985,20708
1994-12-16,5.3716,5.3716,5.3716,5.3716,76517
1994-12-19,5.2928,5.2928,5.2928,5.2928,28308
1994-12-20,5.2336,5.2336,5.2336,5.2336,26749
1994-12-21,5.1449,5.1449,5.1449,5.1449,14628
1994-12-22,5.2928,5.2928,5.2928,5.2928,10800
1994-12-23,5.2928,5.2928,5.2928,5.2928,15945
1994-12-27,5.2533,5.2533,5.2533,5.2533,15277
1994-12-28,5.0858,5.0858,5.0858,5.0858,16960
1994-12-29,5.1252,5.1252,5.1252,5.1252,20465
1995-01-02,5.6377,5.6377,5.6377,5.6377,79601
1995-01-03,5.3519,5.3519,5.3519,5.3519,55208
1995-01-04,5.4997,5.4997,5.4997,5.4997,22379
1995-01-05,5.618,5.618,5.618,5.618,21711
1995-01-06,5.3322,5.3322,5.3322,5.3322,15569
1995-01-09,5.4505,5.4505,5.4505,5.4505,12285
1995-01-10,5.4505,5.4505,5.4505,5.4505,41978
1995-01-11,5.48,5.48,5.48,5.48,26754
1995-01-12,5.5392,5.5392,5.5392,5.5392,18603
1995-01-13,5.618,5.618,5.618,5.618,38434
1995-01-16,5.5589,5.5589,5.5589,5.5589,11605
1995-01-17,5.4997,5.4997,5.4997,5.4997,25287
1995-01-18,5.411,5.411,5.411,5.411,29277
1995-01-19,5.4997,5.4997,5.4997,5.4997,9280
1995-01-20,5.48,5.48,5.48,5.48,14884
1995-01-23,5.2928,5.2928,5.2928,5.2928,26370
1995-01-24,5.0069,5.0069,5.0069,5.0069,18991
1995-01-25,4.9774,4.9774,4.9774,4.9774,144928
1995-01-26,4.9774,4.9774,4.9774,4.9774,24390
1995-01-27,5.0266,5.0266,5.0266,5.0266,21600
1995-01-30,4.9774,4.9774,4.9774,4.9774,32119
1995-01-31,4.9774,4.9774,4.9774,4.9774,50083
1995-02-01,5.0858,5.0858,5.0858,5.0858,22515
1995-02-02,5.0858,5.0858,5.0858,5.0858,43760
1995-02-03,4.9774,4.9774,4.9774,4.9774,30915
1995-02-06,5.2336,5.2336,5.2336,5.2336,6502
1995-02-07,5.7659,5.7659,5.7659,5.7659,70005
1995-02-08,5.6574,5.6574,5.6574,5.6574,41335
1995-02-09,5.2928,5.2928,5.2928,5.2928,16259
1995-02-10,5.2928,5.2928,5.2928,5.2928,42718
1995-02-13,5.1843,5.1843,5.1843,5.1843,4432
1995-02-14,5.3913,5.3913,5.3913,5.3913,10291
1995-02-15,5.2533,5.2533,5.2533,5.2533,8573
1995-02-16,5.3716,5.3716,5.3716,5.3716,7352
1995-02-17,5.3125,5.3125,5.3125,5.3125,8474
1995-02-20,5.1252,5.1252,5.1252,5.1252,6925
1995-02-21,4.8591,4.8591,4.8591,4.8591,31905
1995-02-22,4.9182,4.9182,4.9182,4.9182,17684
1995-02-23,5.0069,5.0069,5.0069,5.0069,24487
1995-02-24,5.4997,5.4997,5.4997,5.4997,93331
1995-02-27,4.9577,4.9577,4.9577,4.9577,26202
1995-02-28,4.9774,4.9774,4.9774,4.9774,17463
1995-03-01,5.0464,5.0464,5.0464,5.0464,11398
1995-03-02,5.1843,5.1843,5.1843,5.1843,15517
1995-03-03,5.2533,5.2533,5.2533,5.2533,14381
1995-03-06,5.2336,5.2336,5.2336,5.2336,27635
1995-03-07,5.1843,5.1843,5.1843,5.1843,26120
1995-03-08,5.2533,5.2533,5.2533,5.2533,11238
1995-03-09,5.273,5.273,5.273,5.273,15751
1995-03-10,5.2041,5.2041,5.2041,5.2041,24959
1995-03-13,5.1646,5.1646,5.1646,5.1646,27674
1995-03-14,5.0858,5.0858,5.0858,5.0858,7869
1995-03-15,5.1843,5.1843,5.1843,5.1843,10699
1995-03-16,5.0858,5.0858,5.0858,5.0858,9438
1995-03-17,5.1055,5.1055,5.1055,5.1055,18507
1995-03-20,5.0266,5.0266,5.0266,5.0266,17618
1995-03-21,5.0464,5.0464,5.0464,5.0464,14670
1995-03-22,5.0266,5.0266,5.0266,5.0266,15826
1995-03-23,4.9774,4.9774,4.9774,4.9774,25191
1995-03-24,5.0069,5.0069,5.0069,5.0069,6397
1995-03-27,5.0266,5.0266,5.0266,5.0266,15928
1995-03-28,4.9577,4.9577,4.9577,4.9577,12091
1995-03-29,4.8591,4.8591,4.8591,4.8591,6791
1995-03-30,4.8788,4.8788,4.8788,4.8788,11988
1995-03-31,4.9774,4.9774,4.9774,4.9774,16057
1995-04-03,5.0858,5.0858,5.0858,5.0858,13670
1995-04-04,5.1843,5.1843,5.1843,5.1843,35855
1995-04-05,5.1843,5.1843,5.1843,5.1843,24191
1995-04-06,5.2533,5.2533,5.2533,5.2533,57435
1995-04-07,5.3913,5.3913,5.3913,5.3913,67116
1995-04-10,5.9531,5.9531,5.9531,5.9531,102784
1995-04-11,5.9925,5.9925,5.9925,5.9925,63269
1995-04-12,5.9925,5.9925,5.9925,5.9925,76623
1995-04-13,5.7264,5.7264,5.7264,5.7264,70507
1995-04-14,5.8644,5.8644,5.8644,5.8644,40649
1995-04-18,6.3375,6.3375,6.3375,6.3375,18530
1995-04-19,6.9585,6.9585,6.9585,6.9585,69845
1995-04-20,6.8599,6.8599,6.8599,6.8599,83589
1995-04-21,6.6529,6.6529,6.6529,6.6529,77906
1995-04-24,6.9782,6.9782,6.9782,6.9782,69568
1995-04-25,6.8599,6.8599,6.8599,6.8599,105762
1995-04-26,6.2981,6.2981,6.2981,6.2981,49054
1995-04-27,6.4065,6.4065,6.4065,6.4065,82397
1995-04-28,6.4459,6.4459,6.4459,6.4459,93664
1995-05-04,6.6726,6.6726,6.6726,6.6726,70843
1995-05-05,6.8993,6.8993,6.8993,6.8993,75550
1995-05-09,7.264,7.264,7.264,7.264,70801
1995-05-10,8.0032,8.0032,8.0032,8.0032,132993
1995-05-11,8.7326,8.7326,8.7326,8.7326,190759
1995-05-12,8.3186,8.3186,8.3186,8.3186,107494
1995-05-15,8.8508,8.8508,8.8508,8.8508,89188
1995-05-16,7.9638,7.9638,7.9638,7.9638,58742
1995-05-17,7.9638,7.9638,7.9638,7.9638,137510
1995-05-18,7.678,7.678,7.678,7.678,108419
1995-05-19,7.6188,7.6188,7.6188,7.6188,79627
1995-05-22,7.1063,7.1063,7.1063,7.1063,95112
1995-05-23,6.4065,6.4065,6.4065,6.4065,89578
1995-05-24,7.0176,7.0176,7.0176,7.0176,29916
1995-05-25,7.6977,7.6977,7.6977,7.6977,114300
1995-05-26,7.5597,7.5597,7.5597,7.5597,66975
1995-05-29,7.5597,7.5597,7.5597,7.5597,39512
1995-05-30,7.2246,7.2246,7.2246,7.2246,50304
1995-05-31,6.5248,6.5248,6.5248,6.5248,49498
1995-06-01,6.4459,6.4459,6.4459,6.4459,63709
1995-06-02,6.5445,6.5445,6.5445,6.5445,78902
1995-06-05,6.7515,6.7515,6.7515,6.7515,38728
1995-06-06,7.057,7.057,7.057,7.057,71732
1995-06-07,7.264,7.264,7.264,7.264,77818
1995-06-08,7.057,7.057,7.057,7.057,37885
1995-06-09,6.8599,6.8599,6.8599,6.8599,32532
1995-06-12,6.4656,6.4656,6.4656,6.4656,63044
1995-06-13,6.6529,6.6529,6.6529,6.6529,50155
1995-06-14,6.8599,6.8599,6.8599,6.8599,64916
1995-06-16,6.4459,6.4459,6.4459,6.4459,48111
1995-06-19,6.4459,6.4459,6.4459,6.4459,26693
1995-06-20,6.6529,6.6529,6.6529,6.6529,37219
1995-06-21,6.6529,6.6529,6.6529,6.6529,18952
1995-06-22,6.5445,6.5445,6.5445,6.5445,19705
1995-06-23,6.6923,6.6923,6.6923,6.6923,14347
1995-06-26,7.0373,7.0373,7.0373,7.0373,43248
1995-06-27,7.057,7.057,7.057,7.057,53464
1995-06-28,6.4854,6.4854,6.4854,6.4854,27834
1995-06-29,6.6529,6.6529,6.6529,6.6529,72868
1995-06-30,6.6529,6.6529,6.6529,6.6529,86252
1995-07-03,6.7515,6.7515,6.7515,6.7515,65533
1995-07-04,6.5051,6.5051,6.5051,6.5051,26362
1995-07-05,6.239,6.239,6.239,6.239,58278
1995-07-06,6.239,6.239,6.239,6.239,71265
1995-07-07,6.2981,6.2981,6.2981,6.2981,43022
1995-07-10,5.6772,5.6772,5.6772,5.6772,233208
1995-07-11,5.7856,5.7856,5.7856,5.7856,71223
1995-07-12,5.618,5.618,5.618,5.618,58099
1995-07-13,5.7461,5.7461,5.7461,5.7461,32994
1995-07-14,5.7461,5.7461,5.7461,5.7461,32644
1995-07-17,5.9038,5.9038,5.9038,5.9038,33513
1995-07-18,5.8841,5.8841,5.8841,5.8841,102760
1995-07-19,5.8053,5.8053,5.8053,5.8053,36261
1995-07-20,5.6377,5.6377,5.6377,5.6377,61166
1995-07-21,5.4997,5.4997,5.4997,5.4997,100521
1995-07-24,5.1843,5.1843,5.1843,5.1843,96576
1995-07-25,5.3125,5.3125,5.3125,5.3125,134438
1995-07-26,5.3125,5.3125,5.3125,5.3125,88872
1995-07-27,5.8447,5.8447,5.8447,5.8447,302325
1995-07-28,6.4262,6.4262,6.4262,6.4262,415323
1995-07-31,6.0517,6.0517,6.0517,6.0517,120535
1995-08-01,6.032,6.032,6.032,6.032,163472
1995-08-02,6.1305,6.1305,6.1305,6.1305,118344
1995-08-03,5.9925,5.9925,5.9925,5.9925,72366
1995-08-04,5.8841,5.8841,5.8841,5.8841,20298
1995-08-07,5.9334,5.9334,5.9334,5.9334,67214
1995-08-08,5.6574,5.6574,5.6574,5.6574,28794
1995-08-09,5.5983,5.5983,5.5983,5.5983,60719
1995-08-10,5.8644,5.8644,5.8644,5.8644,97069
1995-08-11,5.825,5.825,5.825,5.825,66344
1995-08-16,6.0123,6.0123,6.0123,6.0123,86924
1995-08-17,6.0123,6.0123,6.0123,6.0123,69620
1995-08-18,6.0123,6.0123,6.0123,6.0123,66709
1995-08-21,5.7856,5.7856,5.7856,5.7856,18150
1995-08-22,6.032,6.032,6.032,6.032,156011
1995-08-23,6.032,6.032,6.032,6.032,84140
1995-08-24,5.9728,5.9728,5.9728,5.9728,31657
1995-08-25,6.0123,6.0123,6.0123,6.0123,43419
1995-08-28,6.239,6.239,6.239,6.239,82725
1995-08-29,6.3375,6.3375,6.3375,6.3375,131460
1995-08-30,6.3375,6.3375,6.3375,6.3375,86982
1995-08-31,6.3375,6.3375,6.3375,6.3375,126806
1995-09-01,6.4459,6.4459,6.4459,6.4459,101733
1995-09-04,6.7515,6.7515,6.7515,6.7515,115520
1995-09-05,6.919,6.919,6.919,6.919,175080
1995-09-06,6.9585,6.9585,6.9585,6.9585,101252
1995-09-07,7.057,7.057,7.057,7.057,147646
1995-09-08,7.3527,7.3527,7.3527,7.3527,138520
1995-09-11,7.6977,7.6977,7.6977,7.6977,173071
1995-09-12,7.6582,7.6582,7.6582,7.6582,110866
1995-09-13,7.471,7.471,7.471,7.471,158581
1995-09-14,7.7174,7.7174,7.7174,7.7174,137245
1995-09-15,7.6385,7.6385,7.6385,7.6385,150707
1995-09-18,7.264,7.264,7.264,7.264,99768
1995-09-19,6.5445,6.5445,6.5445,6.5445,92493
1995-09-20,6.5051,6.5051,6.5051,6.5051,105840
1995-09-21,6.6036,6.6036,6.6036,6.6036,126891
1995-09-22,6.5248,6.5248,6.5248,6.5248,48271
1995-09-25,6.5642,6.5642,6.5642,6.5642,50784
1995-09-26,6.6529,6.6529,6.6529,6.6529,73696
1995-09-27,6.8599,6.8599,6.8599,6.8599,80594
1995-09-28,6.1798,6.1798,6.1798,6.1798,205159
1995-09-29,6.5642,6.5642,6.5642,6.5642,87864
1995-10-02,6.6529,6.6529,6.6529,6.6529,68353
1995-10-03,6.6036,6.6036,6.6036,6.6036,44037
1995-10-04,6.239,6.239,6.239,6.239,39838
1995-10-05,6.1305,6.1305,6.1305,6.1305,51594
1995-10-06,6.3375,6.3375,6.3375,6.3375,46998
1995-10-09,6.0517,6.0517,6.0517,6.0517,23382
1995-10-10,5.9925,5.9925,5.9925,5.9925,61345
1995-10-11,5.9728,5.9728,5.9728,5.9728,63738
1995-10-12,5.9728,5.9728,5.9728,5.9728,43131
1995-10-13,5.9334,5.9334,5.9334,5.9334,51528
1995-10-16,5.8841,5.8841,5.8841,5.8841,23100
1995-10-17,6.032,6.032,6.032,6.032,72783
1995-10-18,5.9925,5.9925,5.9925,5.9925,30047
1995-10-19,5.825,5.825,5.825,5.825,39911
1995-10-20,5.4997,5.4997,5.4997,5.4997,22651
1995-10-23,5.4997,5.4997,5.4997,5.4997,54943
1995-10-24,5.3913,5.3913,5.3913,5.3913,46257
1995-10-25,5.3913,5.3913,5.3913,5.3913,37360
1995-10-26,5.4997,5.4997,5.4997,5.4997,37390
1995-10-27,5.7067,5.7067,5.7067,5.7067,65239
1995-10-30,5.7067,5.7067,5.7067,5.7067,15870
1995-10-31,5.5392,5.5392,5.5392,5.5392,36389
1995-11-02,5.7067,5.7067,5.7067,5.7067,14203
1995-11-03,5.825,5.825,5.825,5.825,61880
1995-11-06,5.9531,5.9531,5.9531,5.9531,63452
1995-11-07,5.9334,5.9334,5.9334,5.9334,32216
1995-11-08,5.9925,5.9925,5.9925,5.9925,43654
1995-11-09,5.8053,5.8053,5.8053,5.8053,12919
1995-11-10,5.5392,5.5392,5.5392,5.5392,25641
1995-11-13,5.5195,5.5195,5.5195,5.5195,34438
1995-11-14,5.5195,5.5195,5.5195,5.5195,40870
1995-11-15,5.5589,5.5589,5.5589,5.5589,65759
1995-11-16,5.48,5.48,5.48,5.48,26025
1995-11-17,5.4997,5.4997,5.4997,5.4997,23654
1995-11-20,5.1843,5.1843,5.1843,5.1843,63323
1995-11-21,5.3519,5.3519,5.3519,5.3519,41849
1995-11-22,5.5589,5.5589,5.5589,5.5589,26810
1995-11-23,5.5589,5.5589,5.5589,5.5589,36702
1995-11-24,5.411,5.411,5.411,5.411,20412
1995-11-27,5.4997,5.4997,5.4997,5.4997,30929
1995-11-28,5.411,5.411,5.411,5.411,41281
1995-11-29,5.48,5.48,5.48,5.48,57069
1995-11-30,5.6772,5.6772,5.6772,5.6772,74187
1995-12-01,5.825,5.825,5.825,5.825,47462
1995-12-04,5.825,5.825,5.825,5.825,92178
1995-12-05,6.032,6.032,6.032,6.032,93261
1995-12-06,5.9334,5.9334,5.9334,5.9334,69493
1995-12-07,5.9334,5.9334,5.9334,5.9334,62579
1995-12-08,5.8053,5.8053,5.8053,5.8053,61499
1995-12-11,5.9925,5.9925,5.9925,5.9925,37644
1995-12-12,5.8841,5.8841,5.8841,5.8841,34902
1995-12-13,5.825,5.825,5.825,5.825,36733
1995-12-14,5.825,5.825,5.825,5.825,30213
1995-12-15,5.7659,5.7659,5.7659,5.7659,28801
1995-12-18,5.7856,5.7856,5.7856,5.7856,26017
1995-12-19,5.7264,5.7264,5.7264,5.7264,61858
1995-12-20,5.1449,5.1449,5.1449,5.1449,67034
1995-12-21,5.2336,5.2336,5.2336,5.2336,46952
1995-12-22,5.2928,5.2928,5.2928,5.2928,32794
1995-12-27,5.3913,5.3913,5.3913,5.3913,36897
1995-12-28,5.3913,5.3913,5.3913,5.3913,67398
1995-12-29,5.1449,5.1449,5.1449,5.1449,59070
1996-01-02,5.273,5.273,5.273,5.273,13186
1996-01-03,5.3125,5.3125,5.3125,5.3125,47916
1996-01-04,5.3716,5.3716,5.3716,5.3716,86450
1996-01-05,5.5983,5.5983,5.5983,5.5983,119836
1996-01-08,5.6377,5.6377,5.6377,5.6377,47069
1996-01-09,5.825,5.825,5.825,5.825,108140
1996-01-10,5.8053,5.8053,5.8053,5.8053,101546
1996-01-11,5.9334,5.9334,5.9334,5.9334,76322
1996-01-12,5.825,5.825,5.825,5.825,66172
1996-01-15,5.6377,5.6377,5.6377,5.6377,39359
1996-01-16,5.825,5.825,5.825,5.825,120671
1996-01-17,6.0123,6.0123,6.0123,6.0123,192976
1996-01-18,5.825,5.825,5.825,5.825,56130
1996-01-19,5.6377,5.6377,5.6377,5.6377,87313
1996-01-22,5.825,5.825,5.825,5.825,63595
1996-01-23,5.6574,5.6574,5.6574,5.6574,57585
1996-01-24,5.825,5.825,5.825,5.825,82821
1996-01-25,5.9334,5.9334,5.9334,5.9334,199789
1996-01-26,6.032,6.032,6.032,6.032,185439
1996-01-29,6.4262,6.4262,6.4262,6.4262,128295
1996-01-30,6.3375,6.3375,6.3375,6.3375,97864
1996-01-31,6.4459,6.4459,6.4459,6.4459,190975
1996-02-01,6.239,6.239,6.239,6.239,94750
1996-02-02,6.239,6.239,6.239,6.239,127374
1996-02-05,5.9925,5.9925,5.9925,5.9925,53835
1996-02-06,5.9925,5.9925,5.9925,5.9925,65018
1996-02-07,5.825,5.825,5.825,5.825,58188
1996-02-08,5.825,5.825,5.825,5.825,87374
1996-02-09,5.9925,5.9925,5.9925,5.9925,139308
1996-02-12,6.3178,6.3178,6.3178,6.3178,213061
1996-02-13,5.7659,5.7659,5.7659,5.7659,93422
1996-02-14,5.8841,5.8841,5.8841,5.8841,109046
1996-02-15,5.7067,5.7067,5.7067,5.7067,91369
1996-02-16,5.6377,5.6377,5.6377,5.6377,95736
1996-02-19,5.6377,5.6377,5.6377,5.6377,41487
1996-02-20,5.618,5.618,5.618,5.618,32918
1996-02-21,5.4997,5.4997,5.4997,5.4997,61037
1996-02-22,5.618,5.618,5.618,5.618,30426
1996-02-23,5.4997,5.4997,5.4997,5.4997,44482
1996-02-26,5.618,5.618,5.618,5.618,59606
1996-02-27,5.7659,5.7659,5.7659,5.7659,90390
1996-02-28,5.7856,5.7856,5.7856,5.7856,68892
1996-02-29,6.032,6.032,6.032,6.032,305309
1996-03-01,6.1305,6.1305,6.1305,6.1305,171488
1996-03-04,6.2784,6.2784,6.2784,6.2784,268607
1996-03-05,6.239,6.239,6.239,6.239,201764
1996-03-06,6.1305,6.1305,6.1305,6.1305,72378
1996-03-07,6.1305,6.1305,6.1305,6.1305,117533
1996-03-08,6.1108,6.1108,6.1108,6.1108,151540
1996-03-11,6.0714,6.0714,6.0714,6.0714,193406
1996-03-12,5.9925,5.9925,5.9925,5.9925,95065
1996-03-13,5.9925,5.9925,5.9925,5.9925,50331
1996-03-14,6.0123,6.0123,6.0123,6.0123,77107
1996-03-15,6.0123,6.0123,6.0123,6.0123,115869
1996-03-18,6.1995,6.1995,6.1995,6.1995,82630
1996-03-19,6.3375,6.3375,6.3375,6.3375,160004
1996-03-20,6.1305,6.1305,6.1305,6.1305,54283
1996-03-21,6.1305,6.1305,6.1305,6.1305,39610
1996-03-22,5.8841,5.8841,5.8841,5.8841,53840
1996-03-25,5.7067,5.7067,5.7067,5.7067,87419
1996-03-26,5.8053,5.8053,5.8053,5.8053,68217
1996-03-27,5.9038,5.9038,5.9038,5.9038,71091
1996-03-28,5.8053,5.8053,5.8053,5.8053,55293
1996-03-29,5.8841,5.8841,5.8841,5.8841,53928
1996-04-01,5.9038,5.9038,5.9038,5.9038,63133
1996-04-02,5.7856,5.7856,5.7856,5.7856,79695
1996-04-03,5.8053,5.8053,5.8053,5.8053,70369
1996-04-04,5.825,5.825,5.825,5.825,43428
1996-04-05,5.9334,5.9334,5.9334,5.9334,40056
1996-04-09,6.032,6.032,6.032,6.032,44266
1996-04-10,6.1108,6.1108,6.1108,6.1108,84969
1996-04-11,6.032,6.032,6.032,6.032,50566
1996-04-12,6.032,6.032,6.032,6.032,70791
1996-04-15,5.9334,5.9334,5.9334,5.9334,107949
1996-04-16,5.9925,5.9925,5.9925,5.9925,49913
1996-04-17,6.0517,6.0517,6.0517,6.0517,63199
1996-04-18,6.0911,6.0911,6.0911,6.0911,54649
1996-04-19,6.032,6.032,6.032,6.032,66398
1996-04-22,6.1305,6.1305,6.1305,6.1305,74253
1996-04-23,6.3375,6.3375,6.3375,6.3375,237446
1996-04-24,6.6529,6.6529,6.6529,6.6529,439529
1996-04-25,7.057,7.057,7.057,7.057,320783
1996-04-26,6.9585,6.9585,6.9585,6.9585,180081
1996-04-29,7.057,7.057,7.057,7.057,161172
1996-04-30,7.0176,7.0176,7.0176,7.0176,144450
1996-05-06,7.471,7.471,7.471,7.471,121509
1996-05-07,7.9441,7.9441,7.9441,7.9441,283853
1996-05-08,7.9441,7.9441,7.9441,7.9441,277430
1996-05-09,7.9046,7.9046,7.9046,7.9046,139850
1996-05-10,7.678,7.678,7.678,7.678,201864
1996-05-13,7.6385,7.6385,7.6385,7.6385,112474
1996-05-14,7.4513,7.4513,7.4513,7.4513,60719
1996-05-15,7.264,7.264,7.264,7.264,199194
1996-05-16,7.2049,7.2049,7.2049,7.2049,101594
1996-05-17,7.1654,7.1654,7.1654,7.1654,131285
1996-05-20,6.9387,6.9387,6.9387,6.9387,73227
1996-05-21,6.6529,6.6529,6.6529,6.6529,119036
1996-05-22,6.6923,6.6923,6.6923,6.6923,81760
1996-05-23,6.712,6.712,6.712,6.712,144690
1996-05-24,6.8303,6.8303,6.8303,6.8303,100008
1996-05-27,6.919,6.919,6.919,6.919,106117
1996-05-28,6.919,6.919,6.919,6.919,75180
1996-05-29,6.7909,6.7909,6.7909,6.7909,77869
1996-05-30,6.5839,6.5839,6.5839,6.5839,132754
1996-05-31,6.6529,6.6529,6.6529,6.6529,109411
1996-06-03,6.6036,6.6036,6.6036,6.6036,70746
1996-06-04,6.6726,6.6726,6.6726,6.6726,96780
1996-06-05,6.5445,6.5445,6.5445,6.5445,129007
1996-06-07,6.5839,6.5839,6.5839,6.5839,113096
1996-06-10,6.712,6.712,6.712,6.712,88440
1996-06-11,6.8303,6.8303,6.8303,6.8303,296148
1996-06-12,6.8796,6.8796,6.8796,6.8796,394291
1996-06-13,7.0767,7.0767,7.0767,7.0767,143262
1996-06-14,6.8599,6.8599,6.8599,6.8599,160830
1996-06-17,6.8796,6.8796,6.8796,6.8796,207180
1996-06-18,6.9387,6.9387,6.9387,6.9387,183139
1996-06-19,6.8599,6.8599,6.8599,6.8599,99268
1996-06-20,6.5445,6.5445,6.5445,6.5445,97653
1996-06-21,7.1851,7.1851,7.1851,7.1851,323200
1996-06-24,7.7765,7.7765,7.7765,7.7765,380201
1996-06-25,7.7765,7.7765,7.7765,7.7765,277263
1996-06-26,7.9244,7.9244,7.9244,7.9244,270139
1996-06-27,8.1116,8.1116,8.1116,8.1116,346702
1996-06-28,8.1708,8.1708,8.1708,8.1708,215844
1996-07-01,8.151,8.151,8.151,8.151,147882
1996-07-02,7.9638,7.9638,7.9638,7.9638,194373
1996-07-03,7.9244,7.9244,7.9244,7.9244,92673
1996-07-04,8.1708,8.1708,8.1708,8.1708,240502
1996-07-05,8.1708,8.1708,8.1708,8.1708,180545
1996-07-08,7.7371,7.7371,7.7371,7.7371,176351
1996-07-09,7.678,7.678,7.678,7.678,71432
1996-07-10,7.5991,7.5991,7.5991,7.5991,166269
1996-07-11,7.5794,7.5794,7.5794,7.5794,138999
